NAME,TEAM,POS,SALARY,YEARS,TOTAL VALUE,AVG ANNUAL
"Lopez, Wilton",COL,P,$1762500,1 (2013),$1762500,$1762500
"Craig, Allen",STL,OF,$1750000,5 (2013-17),$31000000,$6200000
"Craig, Allen",BOS,OF,$1750000,5 (2013-17),$31000000,$6200000
"Pennington, Cliff",ARI,SS,$1750000,1 (2013),$1750000,$1750000
"Navarro, Dioner",CHC,C,$1750000,1 (2013),$1750000,$1750000
"Paulino, Felipe",KC,P,$1750000,1 (2013),$1750000,$1750000
"Sanchez, Gaby",PIT,1B,$1750000,1 (2013),$1750000,$1750000
"Baker, Jeff",TEX,3B,$1750000,1 (2013),$1750000,$1750000
"Albers, Matt",CLE,P,$1750000,1 (2013),$1750000,$1750000
"Casilla, Alexi",BAL,2B,$1700000,1 (2013),$1700000,$1700000
"Parnell, Bobby",NYM,P,$1700000,1 (2013),$1700000,$1700000
"Chacin, Jhoulys",COL,P,$1650000,2 (2013-14),$6500000,$3250000
"Venters, Jonny",ATL,P,$1625000,1 (2013),$1625000,$1625000
"Dobbs, Greg",MIA,3B,$1600000,2 (2012-13),$3000000,$1500000
"Moss, Brandon",OAK,1B,$1600000,1 (2013),$1600000,$1600000
"Matusz, Brian",BAL,P,$1600000,1 (2013),$1600000,$1600000
"Pierre, Juan",MIA,OF,$1600000,1 (2013),$1600000,$1600000
"Johnson, Reed",ATL,OF,$1600000,1 (2013),$1600000,$1600000
"Andino, Robert",SEA,2B,$1600000,1 (2013),$1600000,$1600000
"Badenhop, Burke",MIL,P,$1550000,1 (2013),$1550000,$1550000
"Ackley, Dustin",SEA,2B,$1500000,5 (2010-14),$7500000,$1500000
"Choate, Randy",STL,P,$1500000,3 (2013-15),$7500000,$2500000
"Laird, Gerald",ATL,C,$1500000,2 (2013-14),$3000000,$1500000
"Mathis, Jeff",MIA,C,$1500000,2 (2013-14),$3000000,$1500000
"McDonald, John",PIT,SS,$1500000,2 (2012-13),$3000000,$1500000
"Punto, Nick",LAD,3B,$1500000,2 (2012-13),$3000000,$1500000
"Schumaker, Skip",LAD,2B,$1500000,2 (2012-13),$3000000,$1500000
"Torres, Andres",SF,OF,$1500000,1 (2013),$1500000,$1500000
"Boesch, Brennan",NYY,OF,$1500000,1 (2013),$1500000,$1500000
"Volstad, Chris",COL,P,$1500000,1 (2013),$1500000,$1500000
"McGowan, Dustin",TOR,P,$1500000,1 (2013),$1500000,$1500000
"Frasor, Jason",TEX,P,$1500000,1 (2013),$1500000,$1500000
"Francis, Jeff",COL,P,$1500000,1 (2013),$1500000,$1500000
"Molina, Jose",TB,C,$1500000,1 (2013),$1500000,$1500000
"Shoppach, Kelly",SEA,C,$1500000,1 (2013),$1500000,$1500000
"Perez, Oliver",SEA,P,$1500000,1 (2013),$1500000,$1500000
"Morales, Franklin",BOS,P,$1487500,1 (2013),$1487500,$1487500
"Miller, Andrew",BOS,P,$1475000,1 (2013),$1475000,$1475000
"Boggs, Mitchell",STL,P,$1475000,1 (2013),$1475000,$1475000
"Gonzalez, Alex",MIL,SS,$1450000,1 (2013),$1450000,$1450000
"Belisario, Ronald",LAD,P,$1450000,1 (2013),$1450000,$1450000
"Bastardo, Antonio",PHI,P,$1400000,1 (2013),$1400000,$1400000
"Hernandez, David",ARI,P,$1375000,2 (2013-14),$3500000,$1750000
"Sanchez, Jonathan",PIT,P,$1375000,1 (2013),$1375000,$1375000
"Nix, Laynce",PHI,OF,$1350000,2 (2012-13),$2500000,$1250000
"Resop, Chris",OAK,P,$1350000,1 (2013),$1350000,$1350000
"Hinske, Eric",ARI,1B,$1350000,1 (2013),$1350000,$1350000
"Blanco, Gregor",SF,OF,$1350000,1 (2013),$1350000,$1350000
"Thatcher, Joe",SD,P,$1350000,1 (2013),$1350000,$1350000
"Camp, Shawn",CHC,P,$1350000,1 (2013),$1350000,$1350000
"Heisey, Chris",CIN,OF,$1325000,1 (2013),$1325000,$1325000
"Duensing, Brian",MIN,P,$1300000,1 (2013),$1300000,$1300000
"Kotsay, Mark",SD,OF,$1300000,1 (2013),$1300000,$1300000
"Crow, Aaron",KC,P,$1280000,1 (2013),$1280000,$1280000
"Cabrera, Everth",SD,SS,$1275000,1 (2013),$1275000,$1275000
"Sipp, Tony",ARI,P,$1275000,1 (2013),$1275000,$1275000
"Inge, Brandon",PIT,3B,$1250000,1 (2013),$1250000,$1250000
"Lowe, Derek",TEX,P,$1250000,1 (2013),$1250000,$1250000
"Farnsworth, Kyle",TB,P,$1250000,1 (2013),$1250000,$1250000
"Overbay, Lyle",NYY,1B,$1250000,1 (2013),$1250000,$1250000
"Bernadina, Roger",WSH,OF,$1212500,1 (2013),$1212500,$1212500
"Jepsen, Kevin",LAA,P,$1181250,1 (2013),$1181250,$1181250
"Qualls, Chad",MIA,P,$1150000,1 (2013),$1150000,$1150000
"Bedard, Erik",HOU,P,$1150000,1 (2013),$1150000,$1150000
"Cedeno, Ronny",HOU,SS,$1150000,1 (2013),$1150000,$1150000
"Luebke, Cory",SD,P,$1125000,4 (2012-15),$12000000,$3000000
"Alonso, Yonder",SD,1B,$1120000,1 (2013),$1120000,$1120000
"Moore, Matt",TB,P,$1100000,5 (2012-16),$14000000,$2800000
"Francisco, Ben",NYY,OF,$1100000,1 (2013),$1100000,$1100000
"Blevins, Jerry",OAK,P,$1100000,1 (2013),$1100000,$1100000
"Rzepczynski, Marc",STL,P,$1100000,1 (2013),$1100000,$1100000
"Tejada, Miguel",KC,3B,$1100000,1 (2013),$1100000,$1100000
"Russell, James",CHC,P,$1075000,1 (2013),$1075000,$1075000
"Getz, Chris",KC,2B,$1050000,1 (2013),$1050000,$1050000
"Loe, Kameron",SEA,P,$1050000,1 (2013),$1050000,$1050000
"Wright, Wesley",HOU,P,$1025000,1 (2013),$1025000,$1025000
"Perez, Salvador",KC,C,$1000000,5 (2012-16),$7000000,$1400000
"Hannahan, Jack",CIN,3B,$1000000,2 (2013-14),$4000000,$2000000
"S. Tracy, Chad",WSH,1B,$1000000,1 (2013),$1000000,$1000000
"Liriano, Francisco",PIT,P,$1000000,1 (2013),$1000000,$1000000
"Kottaras, George",KC,C,$1000000,1 (2013),$1000000,$1000000
"Takahashi, Hisanori",CHC,P,$1000000,1 (2013),$1000000,$1000000
"Bay, Jason",SEA,OF,$1000000,1 (2013),$1000000,$1000000
"Rauch, Jon",MIA,P,$1000000,1 (2013),$1000000,$1000000
"Hawkins, LaTroy",NYM,P,$1000000,1 (2013),$1000000,$1000000
"Marson, Lou",CLE,C,$1000000,1 (2013),$1000000,$1000000
"Ayala, Luis",BAL,P,$1000000,1 (2013),$1000000,$1000000
"Parra, Manny",CIN,P,$1000000,1 (2013),$1000000,$1000000
"Reimold, Nolan",BAL,OF,$1000000,1 (2013),$1000000,$1000000
"Hill, Rich",CLE,P,$1000000,1 (2013),$1000000,$1000000
"Raburn, Ryan",CLE,OF,$1000000,1 (2013),$1000000,$1000000
"Kazmir, Scott",CLE,P,$1000000,1 (2013),$1000000,$1000000
"Rodriguez, Sean",TB,SS,$1000000,1 (2013),$1000000,$1000000
"Torrealba, Yorvit",COL,C,$1000000,1 (2013),$1000000,$1000000
"Neshek, Pat",OAK,P,$975000,1 (2013),$975000,$975000
"Webb, Ryan",MIA,P,$975000,1 (2013),$975000,$975000
"Kelley, Shawn",NYY,P,$935000,1 (2013),$935000,$935000
"Baker, John",SD,C,$930000,1 (2013),$930000,$930000
"Valbuena, Luis",CHC,3B,$930000,1 (2013),$930000,$930000
"Arias, Joaquin",SF,2B,$925000,1 (2013),$925000,$925000
"Bumgarner, Madison",SF,P,$916667,5 (2013-17),$35000000,$7000000
"Tabata, Jose",PIT,OF,$916667,6 (2011-16),$15000000,$2500000
"Kelly, Don",DET,OF,$900000,1 (2013),$900000,$900000
"Quintero, Humberto",PHI,C,$900000,1 (2013),$900000,$900000
"Wright, Jamey",TB,P,$900000,1 (2013),$900000,$900000
"Nix, Jayson",NYY,3B,$900000,1 (2013),$900000,$900000
"Herrera, Jonathan",COL,SS,$900000,1 (2013),$900000,$900000
"Simon, Alfredo",CIN,P,$890000,1 (2013),$890000,$890000
"Stammen, Craig",WSH,P,$875000,2 (2013-14),$2250000,$1125000
"Pena, Brayan",DET,C,$875000,1 (2013),$875000,$875000
"Lucroy, Jonathan",MIL,C,$850000,5 (2012-16),$11000000,$2200000
"Durbin, Chad",PHI,P,$850000,1 (2013),$850000,$850000
"Frandsen, Kevin",PHI,3B,$850000,1 (2013),$850000,$850000
"Narveson, Chris",MIL,P,$840000,1 (2013),$840000,$840000
"Tazawa, Junichi",BOS,P,$815000,1 (2013),$815000,$815000
"Patton, Troy",BAL,P,$815000,1 (2013),$815000,$815000
"Izturis, Cesar",CIN,SS,$800000,1 (2013),$800000,$800000
"Olivo, Miguel",MIA,C,$800000,1 (2013),$800000,$800000
"Humber, Philip",HOU,P,$800000,1 (2013),$800000,$800000
"Nieves, Wil",ARI,C,$800000,1 (2013),$800000,$800000
"Santana, Carlos",CLE,C,$750000,5 (2012-16),$21001900,$4200380
"Lyon, Brandon",NYM,P,$750000,1 (2013),$750000,$750000
"Lillibridge, Brent",CHC,2B,$750000,1 (2013),$750000,$750000
"Gaudin, Chad",SF,P,$750000,1 (2013),$750000,$750000
"Young, Delmon",PHI,OF,$750000,1 (2013),$750000,$750000
"Blanco, Henry",TOR,C,$750000,1 (2013),$750000,$750000
"Gutierrez, J.C.",KC,P,$750000,1 (2013),$750000,$750000
"Giambi, Jason",CLE,DH,$750000,1 (2013),$750000,$750000
"Slowey, Kevin",MIA,P,$750000,1 (2013),$750000,$750000
"DeRosa, Mark",TOR,2B,$750000,1 (2013),$750000,$750000
"Martinez, Cristhian",ATL,P,$749750,1 (2013),$749750,$749750
"Janish, Paul",ATL,SS,$725000,1 (2013),$725000,$725000
"Fuld, Sam",TB,OF,$725000,1 (2013),$725000,$725000
"Rosales, Adam",OAK,2B,$700000,1 (2013),$700000,$700000
"Kearns, Austin",MIA,OF,$700000,1 (2013),$700000,$700000
"Kotchman, Casey",MIA,1B,$700000,1 (2013),$700000,$700000
"Wise, Dewayne",CWS,OF,$700000,1 (2013),$700000,$700000
"Kinney, Josh",SEA,P,$700000,1 (2013),$700000,$700000
"Byrd, Marlon",NYM,OF,$700000,1 (2013),$700000,$700000
"Alvarez, Pedro",PIT,3B,$700000,1 (2013),$700000,$700000
"Atchison, Scott",NYM,P,$700000,1 (2013),$700000,$700000
"Wood, Tim",MIN,P,$675000,1 (2013),$675000,$675000
"Wilson, Josh",ARI,SS,$650000,1 (2013),$650000,$650000
"Harris, Brendan",LAA,SS,$625000,1 (2013),$625000,$625000
"Maine, John",MIA,P,$625000,1 (2013),$625000,$625000
"Nova, Ivan",NYY,P,$575600,1 (2013),$575600,$575600
"Figaro, Alfredo",MIL,P,$575000,1 (2013),$575000,$575000
"Quiroz, Guillermo",SF,C,$575000,1 (2013),$575000,$575000
"Lowe, Mark",LAA,P,$575000,1 (2013),$575000,$575000
"Barney, Darwin",CHC,2B,$562200,1 (2013),$562200,$562200
"Wood, Blake",CLE,P,$560000,1 (2013),$560000,$560000
"Freeman, Freddie",ATL,1B,$560000,1 (2013),$560000,$560000
"Ransom, Cody",SD,OF,$550000,1 (2013),$550000,$550000
"Burke, Greg",NYM,P,$550000,1 (2013),$550000,$550000
"Pena, Ramiro",ATL,3B,$550000,1 (2013),$550000,$550000
"Duncan, Shelley",TB,1B,$550000,1 (2013),$550000,$550000
"Walden, Jordan",ATL,P,$541500,1 (2013),$541500,$541500
"Trumbo, Mark",LAA,DH,$540000,1 (2013),$540000,$540000
"Stanton, Giancarlo",MIA,OF,$537000,1 (2013),$537000,$537000
"Rice, Scott",NYM,P,$535000,1 (2013),$535000,$535000
"Nunez, Eduardo",NYY,SS,$533300,1 (2013),$533300,$533300
"Mendoza, Luis",KC,P,$532000,1 (2013),$532000,$532000
"Belt, Brandon",SF,1B,$531500,1 (2013),$531500,$531500
"Crawford, Brandon",SF,SS,$530000,1 (2013),$530000,$530000
"Frieri, Ernesto",LAA,P,$530000,1 (2013),$530000,$530000
"Pineda, Michael",NYY,P,$528475,1 (2013),$528475,$528475
"Wood, Travis",CHC,P,$527500,1 (2013),$527500,$527500
"Cozart, Zack",CIN,SS,$527500,1 (2013),$527500,$527500
"Gee, Dillon",NYM,P,$527375,1 (2013),$527375,$527375
"Brantley, Michael",CLE,OF,$526900,1 (2013),$526900,$526900
"Espinosa, Danny",WSH,2B,$526250,1 (2013),$526250,$526250
"Gonzalez, Edgar",HOU,P,$525000,1 (2013),$525000,$525000
"Tuiasosopo, Matt",DET,OF,$525000,1 (2013),$525000,$525000
"Moustakas, Mike",KC,3B,$524500,1 (2013),$524500,$524500
"Jay, Jon",STL,OF,$524000,1 (2013),$524000,$524000
"Melancon, Mark",PIT,P,$521000,1 (2013),$521000,$521000
"Johnson, Elliot",KC,2B,$520500,1 (2013),$520500,$520500
"Plouffe, Trevor",MIN,3B,$520000,1 (2013),$520000,$520000
"Duda, Lucas",NYM,OF,$519240,1 (2013),$519240,$519240
"Hudson, Daniel",ARI,P,$518500,1 (2013),$518500,$518500
"Doubront, Felix",BOS,P,$518500,1 (2013),$518500,$518500
"Mayberry Jr., John",PHI,OF,$517000,1 (2013),$517000,$517000
"Arrieta, Jake",BAL,P,$516500,1 (2013),$516500,$516500
"Cervelli, Francisco",NYY,C,$515350,1 (2013),$515350,$515350
"Stewart, Chris",NYY,C,$515100,1 (2013),$515100,$515100
"Revere, Ben",PHI,OF,$515000,1 (2013),$515000,$515000
"Lynn, Lance",STL,P,$513000,1 (2013),$513000,$513000
"Saunders, Michael",SEA,OF,$512600,1 (2013),$512600,$512600
"Schafer, Jordan",ATL,OF,$512500,1 (2013),$512500,$512500
"Bourjos, Peter",LAA,OF,$512500,1 (2013),$512500,$512500
"Salas, Fernando",STL,P,$512000,1 (2013),$512000,$512000
"Jansen, Kenley",LAD,P,$512000,1 (2013),$512000,$512000
"Descalso, Daniel",STL,2B,$511000,1 (2013),$511000,$511000
"Seager, Kyle",SEA,3B,$510400,1 (2013),$510400,$510400
"Cecil, Brett",TOR,P,$510000,1 (2013),$510000,$510000
"Reddick, Josh",OAK,OF,$510000,1 (2013),$510000,$510000
"Trout, Mike",LAA,OF,$510000,1 (2013),$510000,$510000
"LeCure, Sam",CIN,P,$510000,1 (2013),$510000,$510000
"Flowers, Tyler",CWS,C,$510000,1 (2013),$510000,$510000
"Bowden, Michael",CHC,P,$509500,1 (2013),$509500,$509500
"Wilhelmsen, Tom",SEA,P,$509100,1 (2013),$509100,$509100
"Rogers, Esmil",TOR,P,$509000,1 (2013),$509000,$509000
"Tillman, Chris",BAL,P,$508500,1 (2013),$508500,$508500
"Carp, Mike",BOS,1B,$508500,1 (2013),$508500,$508500
"Stults, Eric",SD,P,$507600,1 (2013),$507600,$507600
"Ogando, Alexi",TEX,P,$506600,1 (2013),$506600,$506600
"McGee, Jake",TB,P,$506200,1 (2013),$506200,$506200
"Dyson, Jarrod",KC,OF,$506000,1 (2013),$506000,$506000
"Arencibia, J.P.",TOR,C,$505600,1 (2013),$505600,$505600
"Nava, Daniel",BOS,OF,$505500,1 (2013),$505500,$505500
"Reynolds, Matt",ARI,P,$505500,1 (2013),$505500,$505500
"Duffy, Danny",KC,P,$505125,1 (2013),$505125,$505125
"Dirks, Andy",DET,OF,$505000,1 (2013),$505000,$505000
"Sanchez, Angel",CWS,SS,$505000,1 (2013),$505000,$505000
"Santiago, Hector",CWS,P,$505000,1 (2013),$505000,$505000
"Roenicke, Josh",MIN,P,$505000,1 (2013),$505000,$505000
"Cruz, Luis",LAD,3B,$505000,1 (2013),$505000,$505000
"McKenry, Michael",PIT,C,$505000,1 (2013),$505000,$505000
"Minor, Mike",ATL,P,$505000,1 (2013),$505000,$505000
"Valdes, Raul",PHI,OF,$505000,1 (2013),$505000,$505000
"Snider, Travis",PIT,OF,$505000,1 (2013),$505000,$505000
"Paul, Xavier",CIN,OF,$505000,1 (2013),$505000,$505000
"Turner, Justin",NYM,2B,$504547,1 (2013),$504547,$504547
"Mortensen, Clayton",BOS,P,$504500,1 (2013),$504500,$504500
"Mattheus, Ryan",WSH,P,$504500,1 (2013),$504500,$504500
"Coghlan, Chris",MIA,OF,$503500,1 (2013),$503500,$503500
"Montero, Jesus",SEA,C,$503300,1 (2013),$503300,$503300
"Guzman, Jesus",SD,OF,$503200,1 (2013),$503200,$503200
"Cain, Lorenzo",KC,OF,$503175,1 (2013),$503175,$503175
"Hellickson, Jeremy",TB,P,$503000,1 (2013),$503000,$503000
"Harrison, Josh",PIT,3B,$503000,1 (2013),$503000,$503000
"Castillo, Welington",CHC,C,$503000,1 (2013),$503000,$503000
"Moreland, Mitch",TEX,1B,$502700,1 (2013),$502700,$502700
"Swarzak, Anthony",MIN,P,$502500,1 (2013),$502500,$502500
"Sanchez, Hector",SF,C,$502500,1 (2013),$502500,$502500
"Strop, Pedro",BAL,P,$502500,1 (2013),$502500,$502500
"Leroux, Chris",PIT,P,$502000,1 (2013),$502000,$502000
"Gonzalez, Miguel",BAL,P,$502000,1 (2013),$502000,$502000
"Jennings, Desmond",TB,OF,$501800,1 (2013),$501800,$501800
"Tomlin, Josh",CLE,P,$501800,1 (2013),$501800,$501800
"Shaw, Bryan",CLE,P,$501700,1 (2013),$501700,$501700
"Ramos, Cesar",TB,P,$501300,1 (2013),$501300,$501300
"Lombardozzi, Steve",WSH,2B,$501250,1 (2013),$501250,$501250
"Ramos, Wilson",WSH,C,$501250,1 (2013),$501250,$501250
"Gentry, Craig",TEX,OF,$501000,1 (2013),$501000,$501000
"Rodriguez, Henry",WSH,P,$501000,1 (2013),$501000,$501000
"Cashner, Andrew",SD,P,$500800,1 (2013),$500800,$500800
"Harrell, Lucas",HOU,P,$500700,1 (2013),$500700,$500700
"Hefner, Jeremy",NYM,P,$500635,1 (2013),$500635,$500635
"Ross, Tyson",SD,P,$500500,1 (2013),$500500,$500500
"Miley, Wade",ARI,P,$500500,1 (2013),$500500,$500500
"Baxter, Mike",NYM,OF,$500318,1 (2013),$500318,$500318
"Alburquerque, Al",DET,P,$500000,1 (2013),$500000,$500000
"Lawrie, Brett",TOR,3B,$500000,1 (2013),$500000,$500000
"Fien, Casey",MIN,P,$500000,1 (2013),$500000,$500000
"Devries, Cole",MIN,P,$500000,1 (2013),$500000,$500000
"Mastroianni, Darin",MIN,OF,$500000,1 (2013),$500000,$500000
"Brown, Domonic",PHI,OF,$500000,1 (2013),$500000,$500000
"Shuck, J.B.",LAA,OF,$500000,1 (2013),$500000,$500000
"Gomez, Jeanmar",PIT,P,$500000,1 (2013),$500000,$500000
"Garland, Jon",COL,P,$500000,1 (2013),$500000,$500000
"Perez, Luis",TOR,P,$500000,1 (2013),$500000,$500000
"Goldschmidt, Paul",ARI,1B,$500000,1 (2013),$500000,$500000
"Sizemore, Scott",OAK,2B,$500000,1 (2013),$500000,$500000
"Marte, Starling",PIT,OF,$500000,1 (2013),$500000,$500000
"Drabek, Kyle",TOR,P,$499500,1 (2013),$499500,$499500
"Forsythe, Logan",SD,2B,$499000,1 (2013),$499000,$499000
"Brignac, Reid",COL,SS,$499000,1 (2013),$499000,$499000
"Thayer, Dale",SD,P,$498900,1 (2013),$498900,$498900
"Delabar, Steve",TOR,P,$498900,1 (2013),$498900,$498900
"Brach, Brad",SD,P,$498200,1 (2013),$498200,$498200
"Nieuwenhuis, Kirk",NYM,OF,$498124,1 (2013),$498124,$498124
"Rizzo, Anthony",CHC,1B,$498000,7 (2013-19),$41000000,$5857142
"Fiers, Mike",MIL,P,$498000,1 (2013),$498000,$498000
"Kalish, Ryan",BOS,OF,$498000,1 (2013),$498000,$498000
"Robinson, Shane",STL,OF,$498000,1 (2013),$498000,$498000
"Parmelee, Chris",MIN,OF,$497500,1 (2013),$497500,$497500
"Mesoraco, Devin",CIN,C,$497500,1 (2013),$497500,$497500
"Veal, Donnie",CWS,P,$497500,1 (2013),$497500,$497500
"Amarista, Alexi",SD,SS,$497400,1 (2013),$497400,$497400
"White, Alex",HOU,P,$497100,1 (2013),$497100,$497100
"Horst, Jeremy",PHI,P,$497000,1 (2013),$497000,$497000
"Valdespin, Jordany",NYM,OF,$496645,1 (2013),$496645,$496645
"Castro, Jason",HOU,C,$496600,1 (2013),$496600,$496600
"Lobaton, Jose",TB,C,$496500,1 (2013),$496500,$496500
"Schwimer, Michael",TOR,P,$496500,1 (2013),$496500,$496500
"McAllister, Zach",CLE,P,$496400,1 (2013),$496400,$496400
"Francisco, Juan",ATL,3B,$496250,1 (2013),$496250,$496250
"Kratz, Erik",PHI,C,$496000,1 (2013),$496000,$496000
"Borbon, Julio",TEX,OF,$496000,1 (2013),$496000,$496000
"Clevenger, Steve",CHC,C,$496000,1 (2013),$496000,$496000
"Luetge, Lucas",SEA,P,$495900,1 (2013),$495900,$495900
"Kirkman, Michael",TEX,P,$495800,1 (2013),$495800,$495800
"Herrmann, Frank",CLE,P,$495500,1 (2013),$495500,$495500
"Smoak, Justin",SEA,1B,$495100,1 (2013),$495100,$495100
"Wallace, Brett",HOU,1B,$495000,1 (2013),$495000,$495000
"Corporan, Carlos",HOU,C,$495000,1 (2013),$495000,$495000
"Valaika, Chris",MIA,3B,$495000,1 (2013),$495000,$495000
"Escobar, Eduardo",MIN,2B,$495000,1 (2013),$495000,$495000
"Sogard, Eric",OAK,SS,$495000,1 (2013),$495000,$495000
"Scribner, Evan",OAK,P,$495000,1 (2013),$495000,$495000
"Richards, Garrett",LAA,P,$495000,1 (2013),$495000,$495000
"Conger, Hank",LAA,C,$495000,1 (2013),$495000,$495000
"Parker, Jarrod",OAK,P,$495000,1 (2013),$495000,$495000
"Florimon, Pedro",MIN,SS,$495000,1 (2013),$495000,$495000
"Milone, Tommy",OAK,P,$495000,1 (2013),$495000,$495000
"Mejia, Jenrry",NYM,P,$494925,1 (2013),$494925,$494925
"Kontos, George",SF,P,$494500,1 (2013),$494500,$494500
"Ruggiano, Justin",MIA,OF,$494500,1 (2013),$494500,$494500
"Gonzalez, Marwin",HOU,SS,$494400,1 (2013),$494400,$494400
"Pill, Brett",SF,1B,$494000,1 (2013),$494000,$494000
"Carter, Chris",HOU,1B,$494000,1 (2013),$494000,$494000
"Sellers, Justin",LAD,SS,$494000,1 (2013),$494000,$494000
"Maldonado, Martin",MIL,C,$494000,1 (2013),$494000,$494000
"Darnell, James",SD,OF,$493700,1 (2013),$493700,$493700
"Huff, David",CLE,P,$493600,1 (2013),$493600,$493600
"Cowgill, Collin",NYM,OF,$493520,1 (2013),$493520,$493520
"Flaherty, Ryan",BAL,SS,$493500,1 (2013),$493500,$493500
"Ambriz, Hector",HOU,P,$493400,1 (2013),$493400,$493400
"d`Arnaud, Chase",PIT,SS,$493000,1 (2013),$493000,$493000
"Axelrod, Dylan",CWS,P,$493000,1 (2013),$493000,$493000
"Martinez, Fernando",HOU,OF,$493000,1 (2013),$493000,$493000
"Gimenez, Hector",CWS,C,$493000,1 (2013),$493000,$493000
"Septimo, Leyson",CWS,P,$493000,1 (2013),$493000,$493000
"Moore, Tyler",WSH,OF,$493000,1 (2013),$493000,$493000
"Chisenhall, Lonnie",CLE,3B,$492900,1 (2013),$492900,$492900
"Romine, Andrew",LAA,SS,$492500,1 (2013),$492500,$492500
"Norris, Derek",OAK,C,$492500,1 (2013),$492500,$492500
"Donaldson, Josh",OAK,3B,$492500,1 (2013),$492500,$492500
"Maxwell, Justin",HOU,OF,$492500,1 (2013),$492500,$492500
"Dunn, Mike",MIA,P,$492500,1 (2013),$492500,$492500
"Doolittle, Sean",OAK,P,$492500,1 (2013),$492500,$492500
"Sappelt, Dave",CHC,OF,$492000,1 (2013),$492000,$492000
"Young Jr., Eric",COL,OF,$492000,1 (2013),$492000,$492000
"Rodriguez, Fernando",OAK,P,$492000,1 (2013),$492000,$492000
"Segura, Jean",MIL,SS,$492000,1 (2013),$492000,$492000
"Henderson, Jim",MIL,P,$492000,1 (2013),$492000,$492000
"Dominguez, Matt",HOU,3B,$491800,1 (2013),$491800,$491800
"Barnes, Brandon",HOU,OF,$491700,1 (2013),$491700,$491700
"Solano, Donovan",MIA,2B,$491500,1 (2013),$491500,$491500
"Morrison, Logan",MIA,1B,$491500,1 (2013),$491500,$491500
"LeBlanc, Wade",MIA,P,$491500,1 (2013),$491500,$491500
"Kelly, Casey",SD,P,$491400,1 (2013),$491400,$491400
"Gearrin, Cory",ATL,P,$491250,1 (2013),$491250,$491250
"Pollock, A.J.",ARI,OF,$491000,1 (2013),$491000,$491000
"Eaton, Adam",ARI,OF,$491000,1 (2013),$491000,$491000
"Ottavino, Adam",COL,P,$491000,1 (2013),$491000,$491000
"Nelson, Chris",COL,3B,$491000,1 (2013),$491000,$491000
"Garcia, Christian",WSH,P,$491000,1 (2013),$491000,$491000
"Escalona, Edgmer",COL,P,$491000,1 (2013),$491000,$491000
"Pacheco, Jordan",COL,3B,$491000,1 (2013),$491000,$491000
"Nicasio, Juan",COL,P,$491000,1 (2013),$491000,$491000
"Rogers, Mark",MIL,P,$491000,1 (2013),$491000,$491000
"Gamel, Mat",MIL,1B,$491000,1 (2013),$491000,$491000
"Green, Taylor",MIL,3B,$491000,1 (2013),$491000,$491000
"Rosario, Wilin",COL,C,$491000,1 (2013),$491000,$491000
"Recker, Anthony",NYM,C,$490840,1 (2013),$490840,$490840
"Gillaspie, Conor",CWS,3B,$490500,1 (2013),$490500,$490500
"Ramos, A.J.",MIA,P,$490000,1 (2013),$490000,$490000
"Sanabia, Alex",MIA,P,$490000,1 (2013),$490000,$490000
"Marte, Alfredo",ARI,OF,$490000,1 (2013),$490000,$490000
"Silverio, Alfredo",MIA,OF,$490000,1 (2013),$490000,$490000
"Taylor, Andrew",LAA,P,$490000,1 (2013),$490000,$490000
"Vavaro, Anthony",ATL,P,$490000,1 (2013),$490000,$490000
"Garcia, Avisail",DET,OF,$490000,1 (2013),$490000,$490000
"Carrasco, Carlos",CLE,P,$490000,1 (2013),$490000,$490000
"Galvis, Freddy",PHI,2B,$490000,1 (2013),$490000,$490000
"Rondon, Hector",CHC,P,$490000,1 (2013),$490000,$490000
"Bianchi, Jeff",MIL,SS,$490000,1 (2013),$490000,$490000
"Ceda, Jose",MIA,P,$490000,1 (2013),$490000,$490000
"Fields, Josh",HOU,P,$490000,1 (2013),$490000,$490000
"Garcia, Leury",TEX,2B,$490000,1 (2013),$490000,$490000
"Schafer, Logan",MIL,OF,$490000,1 (2013),$490000,$490000
"Freiman, Nate",OAK,1B,$490000,1 (2013),$490000,$490000
"Noonan, Nick",SF,2B,$490000,1 (2013),$490000,$490000
"Kozma, Pete",STL,SS,$490000,1 (2013),$490000,$490000
"Aumont, Phillippe",PHI,P,$490000,1 (2013),$490000,$490000
"Miller, Shelby",STL,P,$490000,1 (2013),$490000,$490000
"Ramirez, Wilkin",MIN,OF,$490000,1 (2013),$490000,$490000
